Unnamed: 0,nom,desc,accroche,visuel,producteur,contenance,deg_alcool,pays,region,appellation,millesime,accords,gout,caractere,couleur,temp_serv,type_produit,bio,prix,reco1,reco2,reco3,reco4,local_visuel
3439,Arabesque 2022 - Domaine de Montvac,"Cette cuvée n'a rien à envier aux plus grands Vacqueyras! Tout en rondeur mais toutefois dotée d'une belle charpente, elle se démarque par sa grande complexité et son bouquet aromatique riche, dont la bouche ronde monte progressivement en puissance, dévoilant ainsi ses notes de fruits noirs confiturés. Ce Vacqueyras a su conquérir nos experts de par ses atouts certains, et s'avère être le partenaire idéal des viandes en sauces telles que le bœuf bourguignon... N'hésitez plus et laissez ce Vacqueyras se faire une place de choix dans votre cave!","Superbe Vacqueyras doté d'une belle rondeur, d'un équilibre juste, et pour couronner le tout... une cuvée bio !",93175-fine_default/arabesque-2022-domaine-de-montvac.png,Domaine de Montvac,0.75,14.0,France,Rhône,Vacqueyras,2022,"['Viande rouge', 'Gibier', 'Barbecue', 'Fromage']","Fruits très expressifs, sur la mûre et des notes de poivre. La rondeur et l’élégance des tanins font de ce vin un Cru à la fois dense et élégant.",Rouge Elégant et racé,Rouge,16-18°C,Vin,"['Certifié Agriculture Biologique', 'Certifié Eurofeuille']",17.9,L'Ermite 2022 - Domaine Sant Armettu,Grand Père Pinot Noir 2022 - Domaine Nico,Grand Mère Pinot Noir 2022 - Domaine Nico,Domaine Les Grands Bois - Marc 2022,images/03441.png
3440,Syrah - Saint Agathe 2023 - Domaine Georges Vernay,"Le domaine Georges Vernay est reconnu pour sa régularité et la qualité attribuée à chacune de ses cuvées, et notamment pour cette Syrah Saint Agathe, qui met en avant remarquablement le cépage. Issues de vieilles vignes de syrah plantées sur l'aire d'appellation Condrieu ce vin offre un nez très profond sur des arômes de fruits rouges et d'épices avant de laisser place à beaucoup d'amplitude et de structure. Il y a dans cette cuvée beaucoup de charme et une belle rondeur, beaucoup de fruit et une complexité qui se développera avec la patience des années. Vous pouvez y aller les yeux fermés, cette cuvée gourmande séduira à coup sur l'ensemble de vos convives !","Une Syrah haute couture et très expressive de son terroir, signé de l'incontournable domaine Georges Vernay !",93219-fine_default/syrah-saint-agathe-2023-domaine-georges-vernay.png,Domaine Georges Vernay,0.75,13.5,France,Rhône,Collines Rhodaniennes,2023,"['Viande rouge', 'Viande blanche', 'Gibier', 'Fromage']","Ample, charme en attaque, notes poivrées, belle acidité, structurée.",Rouge Charnu et fruité,Rouge,14-17°C,Vin,['Certifié Eurofeuille'],30.0,Côte Roannaise - Chez Coste 2023 - Domaine Sérol,YL Rouge 2023 - Domaine Yves Leccia,Julienas Vieilles Vignes 2023 - Domaine des Chers,Argentella Rouge 2023 - Château Prince Pierre Napoléon Bonaparte,images/03442.png
3441,L'Ermite 2022 - Domaine Sant Armettu,"Véritable signature du domaine, L'Ermite témoigne de tout le savoir-faire de ses vignerons avec ses arômes variés, subtils et délicats. Ce vin est l'expression pure du sciacarellu, un cépage endémique délicieux aux doux arômes de fruits rouges, qui séduit par son goût intense et son parfum enveloppant de maquis. L'Ermite est un vin subtil et savoureux qui enchante immédiatement le palais !","Avec des arômes intensément fruités et épicés, ce grand vin reflète la quintessence du cépage corse endémique sciaccarellu !",93450-fine_default/l-ermite-2022-domaine-sant-armettu.png,Domaine Sant Armettu,0.75,15.0,France,Corse,Sartene,2022,"['Apéritif', 'Entrée', 'Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Barbecue', 'Fromage']","Intense, savoureuse, juteuse, lisse",Rouge Charnu et fruité,Rouge,15-17°C,Vin,"['Certifié Agriculture Biologique', 'Certifié Eurofeuille']",71.9,Siepi 2022 - Mazzei,La Condenada Tinto 2022 - Bodegas y Vinedos Artuke,Arabesque 2022 - Domaine de Montvac,Rocas de Seña 2022,images/03443.png
3442,Echo de Lynch Bages 2019 - Second Vin du Château Lynch Bages,"Cet Echo de Lynch Bages 2019 s'inscrit dans la lignée des grands Pauillac. Ce millésime exprime une intense palette aromatique de fruits noirs rehaussée de notes épicées. Il se distingue par un style plus floral et parfumé que le 2018. Il offre des tannins fins et denses, et présente une belle complexité aromatique. C'est un excellent millésime pour l'Echo de Lynch Bages. Bien qu'il soit fort appréciable dans sa jeunesse, c'est un bijou à avoir dans sa cave.","""L'Echo Lynch Bages 2019 est un second vin absolument réjouissant. .... La signature du style de la maison s'exprime haut et fort.."" - VINOUS",93458-fine_default/echo-de-lynch-bages-2019-second-vin-du-chateau-lynch-bages.png,Château Lynch-Bages,0.75,14.5,France,Bordeaux,Pauillac,2019,"['Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Fromage']","Rondeur, belle structure tannique, finale longue",Rouge Tannique et racé,Rouge,16-18°C,Vin,,41.9,Brunello di Montalcino 2019 - Argiano,Les Bessards 2019 - Delas,Château la Tour de Ségur 2019,Château Figeac 2019 - 1er Grand Cru Classé B,images/03444.png
3443,Lanzaga 2020 - Bodega Lanzaga - Telmo Rodríguez,"Fabriqué à partir des meilleurs raisins du vignoble, Lanzaga reflète la façon de travailler du domaine : respect du lieu, taille buissonnante, assemblage champêtre, viticulture biologique, fermentation en béton, élevage en foudres et barriques d'origines différentes. Le résultat est une expression complexe du village de Lanciego dans la Rioja. On retrouve des notes d'herbes sauvages et de poivre blanc acidulé sur des nuances fraîches de cerises, prunes, zeste d'agrumes, baies rouges sucrées. Des tanins polis et poussiéreux se répartissent uniformément dans la bouche mi-corsée, avec des baies juteuses et vives. Un vin raffiné qui vieillira à merveille.","Magnifiquement équilibré et discret, montrant une vivacité et une harmonie de fruits réels.",93491-fine_default/lanzaga-2020-bodega-lanzaga-telmo-rodriguez.png,Compañia de Vinos Telmo Rodríguez,0.75,14.5,Espagne,Rioja,Rioja,2020,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Barbecue', 'Cuisine du monde', 'Fromage']","Riche et élégante, les tanins sont charnus et fins à la fois.",Rouge Charnu et fruité,Rouge,15-16°C,Vin,['Certifié Eurofeuille'],28.9,Caiarossa 2020,Les Choregies 2020 - L'Oratoire des Papes,Blason de l’Évangile 2020 - Second Vin du Château l’Évangile,Barolo 2020 - Elio Altare,images/03445.png
3444,Siepi 2022 - Mazzei,"Un vin rouge prestigieux issu de l'appellation Chianti Classico, en Toscane, un assemblage de Sangiovese et de Merlot, reflétant l'expertise et l'engagement de la famille Mazzei dans la production de vins de haute qualité. Le vin déploie un bouquet riche et envoûtant des arômes de fruits rouges mûrs, tels que la cerise et la framboise, accompagnés de notes florales et d'épices. L'acidité est vive, ajoutant une fraîcheur agréable, tandis que la finale est longue et persistante, laissant une impression mémorable.",""" Ce millésime de célébration offre une excellente occasion de peaufiner la vinification de cet assemblage historique de sangiovese et de merlot . "" R. Parker",93525-fine_default/siepi-2022-mazzei.png,Mazzei,0.75,14.5,Italie,Toscane,Toscana,2022,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Cuisine du monde', 'Fromage']",Une belle bouche aux tanins fondus.,"Rouge Complexe, tannique et racé",Rouge,17-19°C,Vin,,105.0,L'Ermite 2022 - Domaine Sant Armettu,Gevrey Chambertin 1er Cru Clos Prieur 2022 - Drouhin Laroze,Rocas de Seña 2022,La Condenada Tinto 2022 - Bodegas y Vinedos Artuke,images/03446.png
3445,La Loye 2023 - Jean-Michel Gerin,"Issu des coteaux escarpés de la vallée du Rhône, La Loye 2023 est le fruit dun travail méticuleux de Jean-Michel Gerin, vigneron emblématique de lappellation. Ce millésime est une véritable ode à lélégance et à léquilibre, mêlant richesse aromatique et fraîcheur éclatante.","Implanté dans la capitale des Côte-Rôtie, les Condrieu de la famille Gerin font du bruit dans la colline...",93575-fine_default/la-loye-2023-jean-michel-gerin.png,Jean-Michel Gerin,0.75,13.5,France,Rhône,Condrieu,2023,"['Entrée', 'Charcuterie', 'Foie gras', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Fromage']","Une texture ample et soyeuse, parfaitement équilibrée par une fraîcheur minérale qui prolonge le plaisir en bouche",Blanc Sec très aromatique,Blanc,12-15°C,Vin,['Certifié Eurofeuille'],49.5,Aigle Royal - Chardonnay 2023 - Gérard Bertrand,Château de Beaucastel Blanc 2023,Meursault 2023 - Louis Latour,Chardonnay 2023 - Lapis Luna,images/03447.png
3446,La Landonne 2022 - Jean Michel Gerin,"Largement récompensé sur les millésimes précédents, Jean Michel Gérin et ses deux fils persévère dans cet état d'esprit pour présenter chaque année un Côte Rôtie toujours aussi qualitatif ! Un nectar terriblement séduisant qui ne manque pas de précision sur de délicates notes de framboises sauvages, de fleurs de printemps, et ce chêne qui s'affirme avec beaucoup de classe ! Un flacon qui nous transporte, qui peut être bu maintenant pour les moins patients, mais ce Cru reste un géant qui peux vieillir en cave pendant encore une décennie, voire deux...","Plongez dans l'excellence des Côte-Rôtie, avec ce 2022 riche et complexe !",93582-fine_default/la-landonne-2022-jean-michel-gerin.png,Jean-Michel Gerin,0.75,13.5,France,Rhône,Côte-Rôtie,2022,"['Viande rouge', 'Gibier', 'Champignon', 'Fromage']","Bouche très dense, soyeuse et d'une grande précision. Finale longue et concentrée.","Rouge Complexe, tannique et racé",Rouge,15-17°C,Vin,,190.0,Gevrey Chambertin 1er Cru Clos Prieur 2022 - Drouhin Laroze,Siepi 2022 - Mazzei,L'Ermite 2022 - Domaine Sant Armettu,La Condenada Tinto 2022 - Bodegas y Vinedos Artuke,images/03448.png
3447,Morey Saint Denis 1er Cru Les Chaffots 2018 - Parcelles & Cie - Nuiton Beaunoy,"Parcelles Cie cest une gamme dappellations remarquables, issues de climats différents, et de parcelles parfois minuscules, nichées dans les plus beaux villages de Bourgogne. Chaque cuvée a été pensée par le maître de chai, qui a sélectionné les raisins, a veillé à en extraire le meilleur. Le lieu-dit La Couleuvraire sétend sur 6 hectares situés sur la commune de Baubigny, au pied des falaises dOrches. Ce Hautes Côtes de Beaune 2018 aux tanins fermes et à la structure charpentée offre un très superbe potentiel de garde, et assure aux amateurs de fabuleux instants de dégustation portés sur lharmonie et léquilibre. Un rapport qualitéprix des plus séduisants !","Velouté et enveloppant, doté d'une belle profondeur et d'un profil homogène, ce Hautes Côte de Beaune vaut le détour !",94900-fine_default/morey-saint-denis-1er-cru-les-chaffots-2018-parcelles-cie-nuiton-beaunoy.png,Parcelles & Cie - Vignerons des Terres Secretes,0.75,13.5,France,Bourgogne,Morey Saint Denis 1er Cru,2018,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Champignon', 'Barbecue', 'Fromage']",La bouche s’ouvre sur des arômes de réglisse et de bois. Les tanins sont fermes et charpentent ce vin. La finale est d’une belle longueur,Rouge Elégant et racé,Rouge,13-15°C,Vin,,65.7,Mercurey 1er Cru - Les Cinq 2018 - Château de Chamirey,Château Bélair-Monange 2018,Château de Camensac 2018 - 5ème Cru Classé,Château Figeac 2018 - 1er Grand Cru Classé B,images/03449.png
3448,Mercurey 1er Cru - Les Cinq 2018 - Château de Chamirey,"Un vin très puissant et des notes de cerises rouges et noires vous accompagneront tout au long de la dégustation. Quelques effluves de café noir seront également perceptibles, au même titre que des saveurs de gibier à plume et de tanins fins mais fermes. Ce cru est un fantastique vin de garde qui s'accordera merveilleusement bien avec des viandes cuisinées en sauce.",""" Un Mercurey des plus sérieux "" Robert Parker",93612-fine_default/mercurey-1er-cru-les-cinq-2018-chateau-de-chamirey.png,Château de Chamirey,0.75,14.0,France,Bourgogne,Mercurey 1er cru,2018,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Fromage']",Bouche complexe. Les tanins sont denses.,Blanc Sec souple et fruité,Rouge,13-14°C,Vin,,78.0,Morey Saint Denis 1er Cru Les Chaffots 2018 - Parcelles & Cie - Nuiton Beaunoy,Château Bélair-Monange 2018,Château de Camensac 2018 - 5ème Cru Classé,Château Figeac 2018 - 1er Grand Cru Classé B,images/03450.png
3449,Nuits Saint Georges 1er Cru - Les 8 Ouvrées 2021 - Domaine des Perdrix,"Beaucoup de complexité et de richesse chez ce cru en provenance du formidable Domaine des Perdrix! Le nez développe une belle matière mais aussi quelques épices qui se marient merveilleusement bien avec des notes de fruits mûrs, de cacao et de vanille... On retrouve une bouche ample et dense, où l'on perçoit des saveurs de fruits rouges notamment. Il y a une réelle harmonie gustative pour ce cru, à tester sans plus attendre!!",""" Vin extrêmement riche et structuré aux saveurs très intéressantes "" Allen Meadows",93618-fine_default/nuits-saint-georges-1er-cru-les-8-ouvrees-2021-domaine-des-perdrix.png,Domaine des Perdrix,0.75,13.5,France,Bourgogne,Nuits Saint Georges 1er Cru,2021,"['Charcuterie', 'Viande rouge', 'Gibier', 'Champignon', 'Cuisine du monde', 'Fromage']","En bouche, le vin est dense avec des tannins fins et soyeux.","Rouge Complexe, tannique et racé",Rouge,15-17°C,Vin,,144.0,Côte à Côte 2021 - L'aventure,Caiarossa 2021,Estate Red 2021 - Klein Constantia,Vosne Romanée 2021 - Joseph Drouhin,images/03451.png
3450,Echezeaux Grand Cru du Dessus 2021 - Domaine des Perdrix,"Cet Echezeaux Grand Cru du Dessus est une vraie merveille! Son nez est très puissant et développe des arômes de fruits noirs, notamment cassis et myrtille. La bouche est à la fois fine et dense, on peut sentir que les tanins sont frais et soyeux, avec bien entendu une très belle longueur... Un grand vin de garde qui sublimera la cave des plus passionnés et collectionneurs d'entre vous !","Une magnifique réussite pour ce vin issu d'un terroir Bourguignon historique, qui se dégustera formidablement bien dès à présent, ou dans de nombreuses années !",93622-fine_default/echezeaux-grand-cru-du-dessus-2021-domaine-des-perdrix.png,Domaine des Perdrix,0.75,13.0,France,Bourgogne,Echezeaux,2021,"['Charcuterie', 'Viande rouge', 'Gibier', 'Champignon', 'Cuisine du monde', 'Fromage']","En bouche, le vin est dense. Les tanins sont frais et soyeux avec une belle longueur.","Rouge Complexe, tannique et racé",Rouge,15-17°C,Vin,,315.0,Nuits Saint Georges 1er Cru - Les 8 Ouvrées 2021 - Domaine des Perdrix,Côte à Côte 2021 - L'aventure,Caiarossa 2021,Vosne Romanée 2021 - Joseph Drouhin,images/03452.png
3451,Rocas de Seña 2022,"Élaboré par le domaine Seña, situé dans la Vallée de l'Aconcagua, ce vin rouge représente une cuvée particulière du domaine, et se distingue par sa composition unique, sa profondeur et son élégance. Les sols volcaniques et la proximité des montagnes donnent au vin une minéralité et une complexité uniques, qui sont une signature de Rocas de Seña. Équilibré, avec une bonne acidité et une longue finale, marquée par des saveurs persistantes de fruits mûrs, ce vin peut évoluer favorablement pendant 10 à 15 ans.",""" Une introduction vibrante au style de vinification de Seña...un vin magnifique et très performant, doté d'une identité singulière."" R.Parker",93651-fine_default/rocas-de-sena-2022.png,Viña Seña,0.75,13.5,Chili,Valle Central,Vallée de l'Aconcagua,2022,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Cuisine du monde', 'Fromage']","Juteuse et texturée, fruits noirs, épices.",Rouge Puissant et généreux,Rouge,16-18°C,Vin,['Certifié Biodynamie'],59.0,Empreintes 2022 - Domaine Durand Eric & Joël,Siepi 2022 - Mazzei,L'Ermite 2022 - Domaine Sant Armettu,Gevrey Chambertin 1er Cru Clos Prieur 2022 - Drouhin Laroze,images/03453.png
3452,Caiarossa 2021,"Élaboré à partir dun assemblage de cépages internationaux et autochtones, c'est un vin rouge dexception produit par le domaine Caiarossa, situé en Toscane, dans la région des Colli Pisani. Puissant et velouté, il a une attaque franche et des tannins soyeux. Les saveurs de fruits se mêlent à des notes de réglisse et de tabac, offrant une belle profondeur. La finale est longue et persistante, avec une légère touche minérale qui apporte une agréable fraîcheur.",Chaque gorgée vous transporte au cœur des collines toscanes.,93694-fine_default/caiarossa-2021.png,Caiarossa,0.75,14.5,Italie,Toscane,Toscana,2021,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Champignon', 'Fromage']","Une excellente profondeur, avec des arômes charnus.",Rouge Charnu et fruité,Rouge,17°C,Vin,['Certifié Eurofeuille'],65.0,Côte à Côte 2021 - L'aventure,Nuits Saint Georges 1er Cru - Les 8 Ouvrées 2021 - Domaine des Perdrix,Estate Red 2021 - Klein Constantia,Pinot Noir Cuvée V 2021 - Clos Saint Landelin - Véronique & Thomas Muré,images/03454.png
